Binomial,order,family,genus,species,Sample_size.brain,Sample_size.body,Sex,Mean_brain_mass_g,Mean_body_mass_g,BrainReference1,BrainReference2,Brain.resid,T_resid
Carollia_castanea,Chiroptera,Phyllostomidae,Carollia,castanea,>1,>1,,0.4485,12.55,Jones&MacLarnon2004,,0.087748296,0.134500166
Artibeus_cinereus,Chiroptera,Phyllostomidae,Artibeus,cinereus,>1,>1,,0.4685,12.4,Jones&MacLarnon2004,,0.110612011,0.157677817
Taphozous_longimanus,Chiroptera,Emballonuridae,Taphozous,longimanus,,,,0.47,23.2,Jones&MacLarnon2004,,-0.092051328,-0.061341504
Mops_mops,Chiroptera,Molossidae,Mops,mops,,,,0.4725,30.95,Jones&MacLarnon2004,,-0.183627738,-0.160442998
Nycteris_javanica,Chiroptera,Nycteridae,Nycteris,javanica,,,,0.475,17.7,Jones&MacLarnon2004,,0.000681273,0.038455804
Artibeus_glaucus,Chiroptera,Phyllostomidae,Artibeus,glaucus,>1,>1,,0.476,12.2,Jones&MacLarnon2004,,0.122805808,-0.16343523
Nycteris_tragata,Chiroptera,Nycteridae,Nycteris,tragata,,,,0.476,14.4,Jones&MacLarnon2004,,0.068803315,0.170296156
Scotophilus_heathii,Chiroptera,Vespertilionidae,Scotophilus,heathii,,,,0.476,31.5,Jones&MacLarnon2004,,-0.186160076,0.111965033
Taphozous_australis,Chiroptera,Emballonuridae,Taphozous,australis,,,,0.5035,22.9,Jones&MacLarnon2004,,-0.057910295,-0.026860656
Balionycteris_maculata,Chiroptera,Pteropodidae,Balionycteris,maculata,>1,>1,,0.51067,14.33,Jones&MacLarnon2004,,0.100923949,0.144212894
Pteronotus_parnellii,Chiroptera,Mormoopidae,Pteronotus,parnellii,,,,0.5315,19.1,Jones&MacLarnon2004,,0.024695629,0.060482664
Taphozous_melanopogon,Chiroptera,Emballonuridae,Taphozous,melanopogon,,,,0.536,22.7,Jones&MacLarnon2004,,-0.027887735,0.00339093
Chiroderma_trinitatum,Chiroptera,Phyllostomidae,Chiroderma,trinitatum,>1,>1,,0.537,13.7,Jones&MacLarnon2004,,0.137402241,0.094730818
Sphaeronycteris_toxophyllum,Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,,,,0.537,17.55,Jones&MacLarnon2004,,0.056734084,0.181865021
Hipposideros_maggietaylorae,Chiroptera,Hipposideridae,Hipposideros,maggietaylorae,,,,0.5425,20.5,Jones&MacLarnon2004,,0.01055152,-0.058222751
Taphozous_hildegardeae,Chiroptera,Emballonuridae,Taphozous,hildegardeae,,,,0.5425,27.45,Jones&MacLarnon2004,,-0.084540721,0.044491713
Artibeus_toltecus,Chiroptera,Phyllostomidae,Artibeus,toltecus,>1,>1,,0.544,16.45,Jones&MacLarnon2004,,0.083442306,0.12312902
Taphozous_mauritianus,Chiroptera,Emballonuridae,Taphozous,mauritianus,,,,0.5505,29,Jones&MacLarnon2004,,-0.096075041,-0.071191217
Noctilio_albiventris,Chiroptera,Noctilionidae,Noctilio,albiventris,,,,0.5735,35.6,Jones&MacLarnon2004,,-0.145088557,-0.125558328
Platyrrhinus_brachycephalus,Chiroptera,Phyllostomidae,Platyrrhinus,brachycephalus,,,,0.583,12.9,Jones&MacLarnon2004,,0.192694833,0.238728538
Anoura_geoffroyi,Chiroptera,Phyllostomidae,Anoura,geoffroyi,>1,>1,,0.583,15,Jones&MacLarnon2004,,0.14356822,0.185664126
Hipposideros_lekaguli,Chiroptera,Hipposideridae,Hipposideros,lekaguli,,,,0.584,30.3,Jones&MacLarnon2004,,-0.084703122,-0.060964216
Leptonycteris_nivalis,Chiroptera,Phyllostomidae,Leptonycteris,nivalis,,,,0.5855,22.9,Jones&MacLarnon2004,,0.007617129,0.038666769
Rhinolophus_luctus,Chiroptera,Rhinolophidae,Rhinolophus,luctus,,,,0.5905,33.9,Jones&MacLarnon2004,,-0.116464206,-0.095656459
Syconycteris_australis,Chiroptera,Pteropodidae,Syconycteris,australis,,,,0.592,15.84,Jones&MacLarnon2004,,0.13247327,0.173146558
Hipposideros_turpis,Chiroptera,Hipposideridae,Hipposideros,turpis,,,,0.599,34.8,Jones&MacLarnon2004,,-0.118792023,-0.098668388
Macroglossus_minimus,Chiroptera,Pteropodidae,Macroglossus,minimus,,,,0.607,17.03,Jones&MacLarnon2004,,0.119745434,0.158527453
Ardops_nichollsi,Chiroptera,Phyllostomidae,Ardops,nichollsi,>1,>1,,0.61,15,Jones&MacLarnon2004,,0.1632295,0.205325407
Chironax_melanocephalus,Chiroptera,Pteropodidae,Chironax,melanocephalus,>1,>1,,0.612,17.63,Jones&MacLarnon2004,,0.112029813,-0.079085551
Eumops_auripendulus,Chiroptera,Molossidae,Eumops,auripendulus,,,,0.612,33.8,Jones&MacLarnon2004,,-0.099970428,0.149907804
Rhinolophus_hildebrandtii,Chiroptera,Rhinolophidae,Rhinolophus,hildebrandtii,,,,0.63,29.1,Jones&MacLarnon2004,,-0.038613069,-0.01381912
Artibeus_concolor,Chiroptera,Phyllostomidae,Artibeus,concolor,>1,>1,,0.633,19.4,Jones&MacLarnon2004,,0.095519751,0.130899889
Lavia_frons,Chiroptera,Megadermatidae,Lavia,frons,,,,0.644,23.5,Jones&MacLarnon2004,,0.040551735,0.07092611
Eumops_glaucinus,Chiroptera,Molossidae,Eumops,glaucinus,,,,0.6565,36.85,Jones&MacLarnon2004,,-0.097627973,-0.078998757
Megaderma_spasma,Chiroptera,Megadermatidae,Megaderma,spasma,,,,0.667,23.8,Jones&MacLarnon2004,,0.051659842,0.081703024
Saccolaimus_saccolaimus,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,,,,0.6705,43,Jones&MacLarnon2004,,-0.138737606,-0.124138132
Cardioderma_cor,Chiroptera,Megadermatidae,Cardioderma,cor,>1,>1,,0.6725,25.5,Jones&MacLarnon2004,,-0.160404775,-0.115941996
Sturnira_ludovici,Chiroptera,Phyllostomidae,Sturnira,ludovici,,,,0.676,25.9,Jones&MacLarnon2004,,0.029938346,0.057773839
Megaloglossus_woermanni,Chiroptera,Pteropodidae,Megaloglossus,woermanni,,,,0.6795,18,Jones&MacLarnon2004,,0.150702645,0.188038363
Taphozous_theobaldi,Chiroptera,Emballonuridae,Taphozous,theobaldi,,,,0.681,39.8,Jones&MacLarnon2004,,-0.106800007,-0.09018146
Macroglossus_sobrinus,Chiroptera,Pteropodidae,Macroglossus,sobrinus,,,,0.692,21.7,Jones&MacLarnon2004,,0.097728297,0.130183231
Chiroderma_villosum,Chiroptera,Phyllostomidae,Chiroderma,villosum,>1,>1,,0.706,24.8,Jones&MacLarnon2004,,0.062932543,0.091901139
Scotonycteris_zenkeri,Chiroptera,Pteropodidae,Scotonycteris,zenkeri,,,,0.71,21.35,Jones&MacLarnon2004,,0.114176991,0.147056467
Hipposideros_diadema,Chiroptera,Hipposideridae,Hipposideros,diadema,,,,0.715,43.6,Jones&MacLarnon2004,,-0.115343913,-0.10110623
Sturnira_tildae,Chiroptera,Phyllostomidae,Sturnira,tildae,,,,0.7255,24,Jones&MacLarnon2004,,0.085445686,0.115270383
Paranyctimene_raptor,Chiroptera,Pteropodidae,Paranyctimene,raptor,,,,0.731,26.1,Jones&MacLarnon2004,,0.061403446,0.089038102
Hipposideros_lankadiva,Chiroptera,Hipposideridae,Hipposideros,lankadiva,,,,0.733,48.5,Jones&MacLarnon2004,,-0.139237736,-0.127780809
Nycteris_grandis,Chiroptera,Nycteridae,Nycteris,grandis,,,,0.7355,29.4,Jones&MacLarnon2004,,0.025288272,0.049814436
Platyrrhinus_lineatus,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,,,,0.741,22.6,Jones&MacLarnon2004,,0.11420376,0.145597695
Hipposideros_commersoni,Chiroptera,Hipposideridae,Hipposideros,commersoni,,,,0.74475,101.25,Jones&MacLarnon2004,,-0.372073374,-0.379833246
Otomops_martiensseni,Chiroptera,Molossidae,Otomops,martiensseni,,,,0.7555,41.75,Jones&MacLarnon2004,,-0.077292849,-0.06192315
Chiroderma_salvini,Chiroptera,Phyllostomidae,Chiroderma,salvini,>1,>1,,0.787,24.3,Jones&MacLarnon2004,,0.116736691,0.146237051
Tonatia_bidens,Chiroptera,Phyllostomidae,Tonatia,bidens,,,,0.788,29.4,Jones&MacLarnon2004,,0.055231813,0.079757977
Hipposideros_armiger,Chiroptera,Hipposideridae,Hipposideros,armiger,,,,0.8,56,Jones&MacLarnon2004,,-0.148086871,-0.140384067
Diphylla_ecaudata,Chiroptera,Phyllostomidae,Diphylla,ecaudata,>1,>1,,0.8015,31.05,Jones&MacLarnon2004,,0.044823253,0.067923771
Eumops_perotis,Chiroptera,Molossidae,Eumops,perotis,,,,0.802,47.5,Jones&MacLarnon2004,,-0.093381183,-0.081380304
Micropteropus_pusillus,Chiroptera,Pteropodidae,Micropteropus,pusillus,,,,0.82,25.2,Jones&MacLarnon2004,,0.122730002,0.151280848
Megaerops_ecaudatus,Chiroptera,Pteropodidae,Megaerops,ecaudatus,,,,0.82233,24.67,Jones&MacLarnon2004,,0.130885891,0.159991707
Nyctimene_albiventer,Chiroptera,Pteropodidae,Nyctimene,albiventer,,,,0.825,29.7,Jones&MacLarnon2004,,0.071852674,0.096113772
Sphaerias_blanfordi,Chiroptera,Pteropodidae,Sphaerias,blanfordi,,,,0.832,29.5,Jones&MacLarnon2004,,0.077722897,0.102160407
Phyllostomus_elongatus,Chiroptera,Phyllostomidae,Phyllostomus,elongatus,,,,0.885,44.9,Jones&MacLarnon2004,,-0.032276661,-0.01880607
Megaderma_lyra,Chiroptera,Megadermatidae,Megaderma,lyra,,,,0.8935,35.3,Jones&MacLarnon2004,,0.050229073,0.069980251
Trachops_cirrhosus,Chiroptera,Phyllostomidae,Trachops,cirrhosus,,,,0.9115,36.45,Jones&MacLarnon2004,,0.048448972,0.067363144
Vampyrodes_caraccioli,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,,,,0.947,39.7,Jones&MacLarnon2004,,0.037222292,0.053906521
Penthetor_lucasi,Chiroptera,Pteropodidae,Penthetor,lucasi,,,,0.9475,35,Jones&MacLarnon2004,,0.078493756,0.09846777
Megaerops_niphanae,Chiroptera,Pteropodidae,Megaerops,niphanae,,,,0.958,32.6,Jones&MacLarnon2004,,0.106418092,0.128246762
Nyctimene_vizcaccia,Chiroptera,Pteropodidae,Nyctimene,vizcaccia,,,,0.988,35.4,Jones&MacLarnon2004,,0.092970035,0.112647355
Melonycteris_woodfordi,Chiroptera,Pteropodidae,Melonycteris,woodfordi,,,,1.0185,35.5,Jones&MacLarnon2004,,0.105255297,0.124858968
Scotophilus_nigrita,Chiroptera,Vespertilionidae,Scotophilus,nigrita,,,,1.046,101,Jones&MacLarnon2004,,-0.223746951,-0.231442276
Cynopterus_sphinx,Chiroptera,Pteropodidae,Cynopterus,sphinx,>1,>1,,1.061,42.4,Jones&MacLarnon2004,,0.065155987,0.080122334
Platyrrhinus_infuscus,Chiroptera,Phyllostomidae,Platyrrhinus,infuscus,,,,1.11,50.3,Jones&MacLarnon2004,,0.029111474,0.039616965
Myonycteris_torquata,Chiroptera,Pteropodidae,Myonycteris,torquata,,,,1.11585,36.4,Jones&MacLarnon2004,,0.136745233,0.155695243
Platyrrhinus_vittatus,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,,,,1.175,36.6,Jones&MacLarnon2004,,0.157392489,0.176199437
Nyctimene_robinsoni,Chiroptera,Pteropodidae,Nyctimene,robinsoni,,,,1.23067,47.03,Jones&MacLarnon2004,,0.095825065,0.108085571
Eonycteris_spelaea,Chiroptera,Pteropodidae,Eonycteris,spelaea,>1,>1,,1.26,54.86,Jones&MacLarnon2004,,0.055892917,0.064132705
Brachyphylla_cavernarum,Chiroptera,Phyllostomidae,Brachyphylla,cavernarum,>1,>1,,1.278,46.75,Jones&MacLarnon2004,,0.114159346,0.126575758
Melonycteris_melanops,Chiroptera,Pteropodidae,Melonycteris,melanops,,,,1.288,47.45,Jones&MacLarnon2004,,0.112703359,0.124731736
Phylloderma_stenops,Chiroptera,Phyllostomidae,Phylloderma,stenops,,,,1.338,46.1,Jones&MacLarnon2004,,0.138645165,0.151427133
Cheiromeles_torquatus,Chiroptera,Molossidae,Cheiromeles,torquatus,>1,>1,,1.366,168.5,Jones&MacLarnon2004,,-0.274538368,-0.295596552
Notopteris_macdonaldi,Chiroptera,Pteropodidae,Notopteris,macdonaldi,,,,1.45275,70.18,Jones&MacLarnon2004,,0.037494347,0.039304101
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,,,,1.53175,90,Jones&MacLarnon2004,,-0.020531252,-0.025215955
Epomophorus_labiatus,Chiroptera,Pteropodidae,Epomophorus,labiatus,>1,>1,,1.58867,64.1,Jones&MacLarnon2004,,0.10585393,0.110029633
Rousettus_amplexicaudatus,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,,,,1.62725,80.38,Jones&MacLarnon2004,,0.042556358,0.040823101
Macroderma_gigas,Chiroptera,Megadermatidae,Macroderma,gigas,,,,1.7,120,Jones&MacLarnon2004,,-0.068975134,-0.081170858
Chrotopterus_auritus,Chiroptera,Phyllostomidae,Chrotopterus,auritus,,,,1.74,87,Stankowich2016,,0.045872651,0.042073076
Lissonycteris_angolensis,Chiroptera,Pteropodidae,Lissonycteris,angolensis,,,,1.762,84.15,Jones&MacLarnon2004,,0.062178256,0.05924829
Epomophorus_wahlbergi,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,>1,>1,,1.96133,81.51,Jones&MacLarnon2004,,0.119105539,0.117007795
Epomops_franqueti,Chiroptera,Pteropodidae,Epomops,franqueti,>1,>1,,2.213,118.25,Jones&MacLarnon2004,,0.050342475,0.038530307
Dobsonia_inermis,Chiroptera,Pteropodidae,Dobsonia,inermis,>1,>1,,2.7,149.5,Jones&MacLarnon2004,,0.06034409,0.04240954
Vampyrum_spectrum,Chiroptera,Phyllostomidae,Vampyrum,spectrum,,,,2.8685,181,Jones&MacLarnon2004,,0.02435657,0.00143001
Dobsonia_praedatrix,Chiroptera,Pteropodidae,Dobsonia,praedatrix,>1,>1,,2.97488,190.52,Jones&MacLarnon2004,,0.023474516,-0.000790383
Dobsonia_moluccensis,Chiroptera,Pteropodidae,Dobsonia,moluccensis,>1,>1,,4.43,325,Jones&MacLarnon2004,,0.022450099,-0.015758651
Eidolon_helvum,Chiroptera,Pteropodidae,Eidolon,helvum,>1,>1,,4.4325,266.75,Jones&MacLarnon2004,,0.087029909,0.053977985
Pteropus_temminckii,Chiroptera,Pteropodidae,Pteropus,temminckii,,,,4.89,250,Jones&MacLarnon2004,,0.150813532,0.119454787
Pteropus_mahaganus,Chiroptera,Pteropodidae,Pteropus,mahaganus,,,,5.28,465,Jones&MacLarnon2004,,-0.017997972,-0.065559197
Pteropus_hypomelanus,Chiroptera,Pteropodidae,Pteropus,hypomelanus,,,,5.302,390,Jones&MacLarnon2004,,0.041099615,-0.001869323
Pteropus_scapulatus,Chiroptera,Pteropodidae,Pteropus,scapulatus,,,,5.36,375,Jones&MacLarnon2004,,0.058599804,0.016654869
Pteropus_samoensis,Chiroptera,Pteropodidae,Pteropus,samoensis,,,,5.792,310,Jones&MacLarnon2004,,0.154266318,0.117291282
Pteropus_tonganus,Chiroptera,Pteropodidae,Pteropus,tonganus,,,,6.075,428.75,Jones&MacLarnon2004,,0.069351246,0.023909096
Pteropus_lylei,Chiroptera,Pteropodidae,Pteropus,lylei,,,,6.12967,316.67,Jones&MacLarnon2004,,0.171940874,0.083474135
Pteropus_macrotis,Chiroptera,Pteropodidae,Pteropus,macrotis,,,,6.12967,366,Jones&MacLarnon2004,,0.124784818,0.134410037
Pteropus_alecto,Chiroptera,Pteropodidae,Pteropus,alecto,,,,7.03967,595,Jones&MacLarnon2004,,0.026621659,-0.027376001
Pteropus_poliocephalus,Chiroptera,Pteropodidae,Pteropus,poliocephalus,,,,7.2298,695,Jones&MacLarnon2004,,-0.012405704,-0.07045937
Pteropus_rufus,Chiroptera,Pteropodidae,Pteropus,rufus,,,,7.25,338.83,Jones&MacLarnon2004,,0.222810383,0.183513595
Pteropus_giganteus,Chiroptera,Pteropodidae,Pteropus,giganteus,,,,7.78,577,Jones&MacLarnon2004,,0.080054911,0.026859289
Pteropus_conspicillatus,Chiroptera,Pteropodidae,Pteropus,conspicillatus,,,,8.35,750,Jones&MacLarnon2004,,0.025346916,-0.034695229
Pteropus_neohibernicus,Chiroptera,Pteropodidae,Pteropus,neohibernicus,,,,9.114,840,Jones&MacLarnon2004,,0.026455608,-0.036545408
Dasypus_novemcinctus,Cingulata,Dasypodidae,Dasypus,novemcinctus,11,,Both,8.5,2743.5,Boddy2012,Crile&Quiring1940,-0.389357295,
Cabassous_unicinctus,Cingulata,Dasypodidae,Cabassous,unicinctus,1,,Male,23.68,3930,Boddy2012,Pirlot & Kamiya 1983,-0.061461289,
Zaedyus_pichiy,Cingulata,Dasypodidae,Zaedyus,pichiy,,,,7.98,1740,Stankowich2016,,-0.268455178,
Tolypeutes_matacus,Cingulata,Dasypodidae,Tolypeutes,matacus,,,,8.86,1200,Stankowich2016,,-0.101997233,
Chaetophractus_villosus,Cingulata,Dasypodidae,Chaetophractus,villosus,,,,16.4,2948,Stankowich2016,,-0.127349474,
Euphractus_sexcinctus,Cingulata,Dasypodidae,Euphractus,sexcinctus,1,,,33.5,7990,Boddy2012,Warncke 1908,-0.141915978,
Priodontes_maximus,Cingulata,Dasypodidae,Priodontes,maximus,,,,81,60000,Savage and West 2006,Meddis R 1983,-0.41518516,
Planigale_tenuirostris,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,7,,Both,0.14,6.05,Ashwell2008/Weisbecker.etal.2013,,-0.180217666,-0.146162549
Planigale_ingrami,Dasyuromorphia,Dasyuridae,Planigale,ingrami,6,,Both,0.15,4.25,Ashwell2008/Weisbecker.etal.2013,,-0.035228551,-0.016852033
Planigale_gilesi,Dasyuromorphia,Dasyuridae,Planigale,gilesi,5,,Both,0.17,9.2,Ashwell2008/Weisbecker.etal.2013,,-0.232422375,-0.179758145
Planigale_maculata,Dasyuromorphia,Dasyuridae,Planigale,maculata,10,,Both,0.2,11,Ashwell2008/Weisbecker.etal.2013,,-0.22004548,-0.159447732
Ningaui_ridei,Dasyuromorphia,Dasyuridae,Ningaui,ridei,1,,Both,0.24,9,Ashwell2008/Weisbecker.etal.2013,,-0.075501001,-0.023812585
Ningaui_yvonnae,Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,2,,Both,0.26,8,Ashwell2008/Weisbecker.etal.2013,,-0.00237415,0.044084962
Planigale_novaeguineae,Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,2,,Both,0.27,14.9,Ashwell2008/Weisbecker.etal.2013,,-0.188557808,-0.114486848
Sminthopsis_virginiae,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,1,,Both,0.34,46,Ashwell2008/Weisbecker.etal.2013,,-0.455624705,-0.331505015
Sminthopsis_bindi,Dasyuromorphia,Dasyuridae,Sminthopsis,bindi,1,,Both,0.35,13,Ashwell2008/Weisbecker.etal.2013,,-0.031420932,0.036593646
Sminthopsis_douglasi,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,2,,Both,0.35,55,Ashwell2008/Weisbecker.etal.2013,,-0.501239757,-0.369186548
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,20,,Both,0.36,15,Ashwell2008/Weisbecker.etal.2013,,-0.065797834,0.008570102
Sminthopsis_macroura,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,5,,Both,0.4,20,Ashwell2008/Weisbecker.etal.2013,,-0.113745258,-0.026604878
Sminthopsis_hirtipes,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,1,,Both,0.41,19,Ashwell2008/Weisbecker.etal.2013,,-0.086313943,-0.001450871
Sminthopsis_leucopus,Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,21,,Both,0.41,22.5,Ashwell2008/Weisbecker.etal.2013,,-0.141386138,-0.049016453
Pseudantechinus_roryi,Dasyuromorphia,Dasyuridae,Pseudantechinus,roryi,1,,Both,0.42,23.5,Ashwell2008/Weisbecker.etal.2013,,-0.145084842,-0.050784516
Sminthopsis_murina,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,15,,Both,0.44,17,Ashwell2008/Weisbecker.etal.2013,,-0.01941628,0.060508621
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,9,,Both,0.47,25,Ashwell2008/Weisbecker.etal.2013,,-0.11639057,-0.019343113
Sminthopsis_griseoventer,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,1,,Both,0.49,17.5,Ashwell2008/Weisbecker.etal.2013,,0.017885191,0.099097074
Pseudantechinus_macdonnellensis,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,5,,Both,0.49,32.5,Ashwell2008/Weisbecker.etal.2013,,-0.183750648,-0.075054802
Dasykaluta_rosamondae,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,4,,Both,0.54,35,Ashwell2008/Weisbecker.etal.2013,,-0.165691703,-0.053705628
Antechinus_agilis,Dasyuromorphia,Dasyuridae,Antechinus,agilis,18,,Both,0.56,24,Ashwell2008/Weisbecker.etal.2013,,-0.027003703,0.068231348
Antechinus_bellus,Dasyuromorphia,Dasyuridae,Antechinus,bellus,4,,Both,0.63,45,Ashwell2008/Weisbecker.etal.2013,,-0.180604018,-0.057460142
Antechinus_flavipes,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,17,,Both,0.64,45,Ashwell2008/Weisbecker.etal.2013,,-0.173764594,-0.050620718
Pseudantechinus_bilarni,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,7,,Both,0.65,27.5,Ashwell2008/Weisbecker.etal.2013,,-0.006619871,0.094659146
Murexechinus_melanurus,Dasyuromorphia,Dasyuridae,Murexechinus,melanurus,12,,Both,0.65,31,Ashwell2008/Weisbecker.etal.2013,,-0.04564198,0.060955943
Antechinus_subtropicus,Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,9,,Both,0.72,28.5,Ashwell2008/Weisbecker.etal.2013,,0.026165037,0.129029857
Antechinus_minimus,Dasyuromorphia,Dasyuridae,Antechinus,minimus,7,,Both,0.74,53.5,Ashwell2008/Weisbecker.etal.2013,,-0.167069318,-0.036243776
Antechinus_leo,Dasyuromorphia,Dasyuridae,Antechinus,leo,3,,Both,0.75,74,Ashwell2008/Weisbecker.etal.2013,,-0.266899199,-0.121671755
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,21,,Both,0.76,27.5,Ashwell2008/Weisbecker.etal.2013,,0.061280365,0.162559381
Phascomurexia_naso,Dasyuromorphia,Dasyuridae,Phascomurexia,naso,8,,Both,0.77,48.5,Ashwell2008/Weisbecker.etal.2013,,-0.117850986,0.008618342
Phascogale_calura,Dasyuromorphia,Dasyuridae,Phascogale,calura,5,,Both,0.91,51.5,Ashwell2008/Weisbecker.etal.2013,,-0.064849616,0.064284377
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,13,,Both,1.09,53,Ashwell2008/Weisbecker.etal.2013,,0.004183923,0.134592581
Paramurexia_rothschildi,Dasyuromorphia,Dasyuridae,Paramurexia,rothschildi,1,,Both,1.09,62,Ashwell2008/Weisbecker.etal.2013,,-0.052460183,0.083456136
Phascolosorex_dorsalis,Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,6,,Both,1.11,47.5,Ashwell2008/Weisbecker.etal.2013,,0.047767427,0.173311767
Parantechinus_apicalis,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,1,,Both,1.2,69,Ashwell2008/Weisbecker.etal.2013,,-0.039992035,0.102129403
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,11,,Both,1.24,90,Ashwell2008/Weisbecker.etal.2013,,-0.112297456,0.041620611
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,13,,Both,1.5,110,Ashwell2008/Weisbecker.etal.2013,,-0.094991115,0.067836284
Murexia_longicaudata,Dasyuromorphia,Dasyuridae,Murexia,longicaudata,2,,Both,1.68,78,Ashwell2008/Weisbecker.etal.2013,,0.066201499,0.213766208
Phascogale_tapoatafa,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,20,,Both,1.81,193.5,Ashwell2008/Weisbecker.etal.2013,,-0.197371705,-0.009468569
Myoictis_melas,Dasyuromorphia,Dasyuridae,Myoictis,melas,4,,Both,2.05,91,Ashwell2008/Weisbecker.etal.2013,,0.102435524,0.25684418
Neophascogale_lorentzi,Dasyuromorphia,Dasyuridae,Neophascogale,lorentzi,2,,Both,2.45,212,Ashwell2008/Weisbecker.etal.2013,,-0.095625638,0.096331404
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,14,,Both,3.38,525,Ashwell2008/Weisbecker.etal.2013,,-0.251245321,-0.019027846
Dasyurus_albopunctatus,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,14,,Both,3.79,627,Ashwell2008/Weisbecker.etal.2013,,-0.259354521,-0.019254298
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,2,,Both,4.25,471.5,Ashwell2008/Weisbecker.etal.2013,,-0.116764564,0.110681075
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,4,,Both,5.17,1100,Ashwell2008/Weisbecker.etal.2013,,-0.30759873,-0.042541679
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,26,,Both,5.33,1090,Ashwell2008/Weisbecker.etal.2013,,-0.291387396,-0.026735807
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,55,,Both,9.41,5500,Ashwell2008/Weisbecker.etal.2013,,-0.571731975,-0.235219464
Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,34,,Both,16.09,8000,Ashwell2008/Weisbecker.etal.2013,,-0.46081215,-0.107664084
Thylacinus_cynocephalus,Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,18,,Both,51.19,29500,Ashwell2008/Weisbecker.etal.2013,,-0.383235996,0.027848888
Dasyurus_spartacus,Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,1,,,5.3,487,Ashwell2008,,-0.031413169,0.197468517
Marmosa_robinsoni,Didelphimorphia,Didelphidae,Marmosa,robinsoni,1,,Both,0.7,60,Ashwell2008/Weisbecker.etal.2013,,-0.228551442,-0.21525351
Thylamys_elegans,Didelphimorphia,Didelphidae,Thylamys,elegans,1,,Both,0.71,25,Ashwell2008/Weisbecker.etal.2013,,0.062769921,0.004589747
Monodelphis_brevicaudata,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,1,,Both,0.9,70,Ashwell2008/Weisbecker.etal.2013,,-0.169617527,-0.143733881
Marmosa_mexicana,Didelphimorphia,Didelphidae,Marmosa,mexicana,2,,Both,1,49.5,Ashwell2008/Weisbecker.etal.2013,,-0.010989367,-0.013397739
Marmosa_murina,Didelphimorphia,Didelphidae,Marmosa,murina,1,,Both,1.1,45,Ashwell2008/Weisbecker.etal.2013,,0.061448117,0.051258096
Marmosa_rubra,Didelphimorphia,Didelphidae,Marmosa,rubra,1,,Both,1.2,61,Ashwell2008/Weisbecker.etal.2013,,0.000147776,0.014795252
Caluromys_derbianus,Didelphimorphia,Didelphidae,Caluromys,derbianus,1,,Both,3.4,318,Ashwell2008/Weisbecker.etal.2013,,-0.085382464,0.06407627
