county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Glenn,2020-06-09,1.0,0.0,1.0,47.0,0.0,0.0,
Alameda,2020-06-09,94.0,52.0,146.0,2968.0,32.0,9.0,137.0
Trinity,2020-06-09,0.0,2.0,2.0,54.0,0.0,0.0,
Yolo,2020-06-09,0.0,1.0,1.0,186.0,1.0,1.0,2.0
San Benito,2020-06-09,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Riverside,2020-06-09,227.0,106.0,333.0,3987.0,73.0,18.0,134.0
Placer,2020-06-09,10.0,12.0,22.0,753.0,2.0,2.0,49.0
Tuolumne,2020-06-09,0.0,0.0,0.0,151.0,0.0,0.0,3.0
El Dorado,2020-06-09,0.0,3.0,3.0,235.0,0.0,0.0,13.0
Del Norte,2020-06-09,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Inyo,2020-06-09,1.0,0.0,1.0,42.0,0.0,0.0,4.0
San Mateo,2020-06-09,31.0,13.0,44.0,1101.0,6.0,3.0,47.0
Sacramento,2020-06-09,33.0,19.0,52.0,2413.0,13.0,7.0,87.0
Sutter,2020-06-09,0.0,0.0,0.0,14.0,0.0,0.0,
Lassen,2020-06-09,0.0,0.0,0.0,25.0,0.0,0.0,
Colusa,2020-06-09,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Butte,2020-06-09,6.0,0.0,6.0,448.0,2.0,1.0,16.0
San Bernardino,2020-06-09,205.0,71.0,276.0,4821.0,76.0,18.0,136.0
Santa Clara,2020-06-09,41.0,18.0,59.0,3375.0,18.0,3.0,213.0
Yuba,2020-06-09,4.0,0.0,4.0,445.0,2.0,0.0,14.0
Tehama,2020-06-09,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Tulare,2020-06-09,36.0,8.0,44.0,743.0,6.0,1.0,12.0
Lake,2020-06-09,0.0,1.0,1.0,110.0,0.0,1.0,1.0
Mendocino,2020-06-09,1.0,0.0,1.0,180.0,1.0,0.0,1.0
Madera,2020-06-09,6.0,5.0,11.0,528.0,1.0,0.0,20.0
Santa Cruz,2020-06-09,1.0,3.0,4.0,397.0,0.0,0.0,11.0
Mono,2020-06-09,0.0,0.0,0.0,40.0,0.0,0.0,2.0
San Luis Obispo,2020-06-09,3.0,2.0,5.0,453.0,2.0,0.0,24.0
Solano,2020-06-09,17.0,25.0,42.0,707.0,5.0,2.0,44.0
Shasta,2020-06-09,1.0,0.0,1.0,667.0,0.0,0.0,9.0
Mariposa,2020-06-09,0.0,0.0,0.0,30.0,0.0,0.0,
Sonoma,2020-06-09,5.0,70.0,75.0,871.0,3.0,4.0,49.0
Kern,2020-06-09,83.0,22.0,105.0,1742.0,30.0,4.0,75.0
Humboldt,2020-06-09,1.0,8.0,9.0,352.0,0.0,1.0,4.0
Ventura,2020-06-09,42.0,45.0,87.0,1350.0,10.0,11.0,41.0
Orange,2020-06-09,315.0,69.0,384.0,6976.0,146.0,19.0,390.0
Plumas,2020-06-10,0.0,0.0,0.0,45.0,0.0,0.0,
Placer,2020-06-10,11.0,12.0,23.0,753.0,2.0,2.0,45.0
San Joaquin,2020-06-10,45.0,38.0,83.0,1366.0,17.0,4.0,17.0
Ventura,2020-06-10,44.0,56.0,100.0,1347.0,10.0,7.0,56.0
Orange,2020-06-10,312.0,72.0,384.0,6976.0,143.0,10.0,392.0
Santa Cruz,2020-06-10,3.0,3.0,6.0,397.0,0.0,0.0,10.0
Mariposa,2020-06-10,0.0,0.0,0.0,30.0,0.0,0.0,
Humboldt,2020-06-10,1.0,14.0,15.0,352.0,0.0,1.0,5.0
Kings,2020-06-10,30.0,1.0,31.0,199.0,9.0,1.0,2.0
Santa Clara,2020-06-10,40.0,22.0,62.0,3375.0,16.0,5.0,220.0
Inyo,2020-06-10,1.0,0.0,1.0,42.0,0.0,0.0,4.0
Solano,2020-06-10,18.0,15.0,33.0,707.0,4.0,1.0,46.0
Tehama,2020-06-10,0.0,0.0,0.0,106.0,0.0,0.0,7.0
San Luis Obispo,2020-06-10,3.0,2.0,5.0,456.0,2.0,0.0,23.0
Shasta,2020-06-10,1.0,0.0,1.0,667.0,0.0,5.0,4.0
Monterey,2020-06-10,16.0,0.0,16.0,811.0,3.0,0.0,87.0
Alameda,2020-06-10,88.0,46.0,134.0,2968.0,32.0,11.0,147.0
Contra Costa,2020-06-10,20.0,23.0,43.0,1628.0,10.0,6.0,111.0
Yolo,2020-06-10,0.0,0.0,0.0,186.0,0.0,0.0,3.0
Siskiyou,2020-06-10,0.0,0.0,0.0,65.0,0.0,0.0,4.0
San Benito,2020-06-10,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Butte,2020-06-10,7.0,23.0,30.0,448.0,3.0,6.0,17.0
Colusa,2020-06-10,0.0,0.0,0.0,88.0,0.0,0.0,6.0
San Diego,2020-06-10,286.0,76.0,362.0,6186.0,135.0,16.0,330.0
Tuolumne,2020-06-10,0.0,1.0,1.0,151.0,0.0,1.0,3.0
Sutter,2020-06-10,0.0,0.0,0.0,14.0,0.0,0.0,
San Francisco,2020-06-10,39.0,11.0,50.0,2647.0,14.0,0.0,95.0
Los Angeles,2020-06-10,1389.0,564.0,1953.0,23634.0,403.0,109.0,1258.0
Sonoma,2020-06-10,5.0,57.0,62.0,871.0,3.0,4.0,47.0
San Bernardino,2020-06-10,171.0,76.0,247.0,4821.0,75.0,17.0,132.0
Madera,2020-06-10,6.0,5.0,11.0,528.0,3.0,0.0,14.0
Amador,2020-06-10,0.0,0.0,0.0,51.0,0.0,0.0,3.0
Lassen,2020-06-10,0.0,0.0,0.0,25.0,0.0,0.0,
Yuba,2020-06-10,5.0,1.0,6.0,445.0,2.0,0.0,10.0
Glenn,2020-06-10,1.0,0.0,1.0,47.0,0.0,0.0,
Riverside,2020-06-10,232.0,101.0,333.0,3987.0,71.0,15.0,127.0
Mono,2020-06-10,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Tulare,2020-06-10,38.0,5.0,43.0,780.0,5.0,3.0,10.0
Napa,2020-06-10,1.0,5.0,6.0,397.0,0.0,1.0,0.0
Del Norte,2020-06-10,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Modoc,2020-06-10,0.0,0.0,0.0,41.0,0.0,0.0,
Santa Barbara,2020-06-10,26.0,5.0,31.0,717.0,6.0,0.0,68.0
Nevada,2020-06-10,0.0,2.0,2.0,130.0,0.0,2.0,4.0
Merced,2020-06-10,3.0,4.0,7.0,242.0,3.0,0.0,5.0
Lake,2020-06-10,0.0,2.0,2.0,110.0,0.0,0.0,1.0
Stanislaus,2020-06-10,26.0,15.0,41.0,1369.0,11.0,4.0,83.0
Calaveras,2020-06-10,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Kern,2020-06-10,89.0,23.0,112.0,1742.0,32.0,10.0,77.0
Trinity,2020-06-10,0.0,1.0,1.0,54.0,0.0,0.0,
El Dorado,2020-06-10,0.0,1.0,1.0,235.0,0.0,0.0,9.0
Fresno,2020-06-10,67.0,35.0,102.0,2144.0,19.0,4.0,84.0
Marin,2020-06-10,8.0,3.0,11.0,390.0,3.0,0.0,10.0
Mendocino,2020-06-10,1.0,0.0,1.0,180.0,1.0,0.0,3.0
Sacramento,2020-06-10,36.0,26.0,62.0,2471.0,13.0,5.0,97.0
San Mateo,2020-06-10,29.0,11.0,40.0,1049.0,7.0,2.0,50.0
Imperial,2020-06-10,79.0,0.0,79.0,212.0,16.0,0.0,2.0
Napa,2020-06-11,0.0,3.0,3.0,397.0,0.0,0.0,3.0
Monterey,2020-06-11,17.0,0.0,17.0,811.0,5.0,0.0,85.0
Humboldt,2020-06-11,1.0,8.0,9.0,352.0,0.0,0.0,2.0
Tuolumne,2020-06-11,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Fresno,2020-06-11,67.0,32.0,99.0,2142.0,17.0,1.0,79.0
San Mateo,2020-06-11,26.0,7.0,33.0,1089.0,7.0,0.0,50.0
Plumas,2020-06-11,0.0,0.0,0.0,45.0,0.0,0.0,
Santa Cruz,2020-06-11,4.0,2.0,6.0,397.0,0.0,0.0,11.0
Mendocino,2020-06-11,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Shasta,2020-06-11,2.0,0.0,2.0,667.0,0.0,0.0,8.0
El Dorado,2020-06-11,0.0,1.0,1.0,235.0,0.0,1.0,10.0
Kings,2020-06-11,29.0,2.0,31.0,199.0,8.0,0.0,5.0
San Diego,2020-06-11,277.0,75.0,352.0,6187.0,133.0,16.0,325.0
Imperial,2020-06-11,86.0,1.0,87.0,237.0,18.0,0.0,0.0
Santa Barbara,2020-06-11,30.0,7.0,37.0,717.0,8.0,0.0,64.0
Tehama,2020-06-11,0.0,0.0,0.0,106.0,0.0,0.0,7.0
Merced,2020-06-11,4.0,1.0,5.0,242.0,3.0,0.0,3.0
Sacramento,2020-06-11,39.0,23.0,62.0,2501.0,13.0,5.0,105.0
Tulare,2020-06-11,35.0,6.0,41.0,780.0,7.0,0.0,11.0
Riverside,2020-06-11,238.0,68.0,306.0,4018.0,71.0,12.0,131.0
Colusa,2020-06-11,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Solano,2020-06-11,19.0,12.0,31.0,707.0,6.0,2.0,43.0
Calaveras,2020-06-11,0.0,0.0,0.0,50.0,0.0,0.0,8.0
Alameda,2020-06-11,86.0,38.0,124.0,2968.0,32.0,7.0,145.0
San Bernardino,2020-06-11,194.0,77.0,271.0,4821.0,73.0,16.0,133.0
Siskiyou,2020-06-11,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Sutter,2020-06-11,0.0,0.0,0.0,14.0,0.0,0.0,
San Francisco,2020-06-11,38.0,13.0,51.0,2647.0,14.0,1.0,86.0
San Benito,2020-06-11,0.0,0.0,0.0,25.0,0.0,0.0,1.0
San Luis Obispo,2020-06-11,2.0,3.0,5.0,481.0,2.0,1.0,24.0
Marin,2020-06-11,8.0,2.0,10.0,390.0,3.0,0.0,13.0
Lake,2020-06-11,0.0,0.0,0.0,110.0,0.0,0.0,2.0
Orange,2020-06-11,325.0,67.0,392.0,6976.0,156.0,16.0,368.0
Kern,2020-06-11,90.0,19.0,109.0,1742.0,29.0,2.0,83.0
Yolo,2020-06-11,0.0,1.0,1.0,186.0,0.0,0.0,2.0
Glenn,2020-06-11,1.0,0.0,1.0,47.0,0.0,0.0,
Mono,2020-06-11,0.0,1.0,1.0,40.0,0.0,0.0,2.0
Inyo,2020-06-11,1.0,0.0,1.0,42.0,0.0,0.0,2.0
Amador,2020-06-11,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Placer,2020-06-11,10.0,8.0,18.0,753.0,2.0,2.0,48.0
Modoc,2020-06-11,0.0,0.0,0.0,41.0,0.0,0.0,
Santa Clara,2020-06-11,39.0,18.0,57.0,3375.0,18.0,2.0,215.0
Sonoma,2020-06-11,4.0,23.0,27.0,871.0,3.0,1.0,49.0
Mariposa,2020-06-11,0.0,0.0,0.0,30.0,0.0,0.0,
Trinity,2020-06-11,0.0,0.0,0.0,54.0,0.0,0.0,
Del Norte,2020-06-11,0.0,1.0,1.0,51.0,0.0,0.0,3.0
Butte,2020-06-11,5.0,37.0,42.0,448.0,3.0,7.0,15.0
San Joaquin,2020-06-11,42.0,25.0,67.0,1366.0,15.0,2.0,17.0
Yuba,2020-06-11,5.0,1.0,6.0,445.0,2.0,0.0,6.0
Nevada,2020-06-11,0.0,2.0,2.0,127.0,0.0,2.0,4.0
Lassen,2020-06-11,0.0,0.0,0.0,25.0,0.0,0.0,
Stanislaus,2020-06-11,29.0,18.0,47.0,1369.0,13.0,1.0,82.0
Ventura,2020-06-11,43.0,47.0,90.0,1360.0,11.0,10.0,46.0
Madera,2020-06-11,7.0,4.0,11.0,528.0,3.0,1.0,5.0
Contra Costa,2020-06-11,22.0,29.0,51.0,1628.0,11.0,4.0,112.0
Los Angeles,2020-06-11,1397.0,576.0,1973.0,23666.0,415.0,97.0,1220.0
Inyo,2020-06-12,1.0,0.0,1.0,42.0,0.0,0.0,3.0
Trinity,2020-06-12,0.0,0.0,0.0,54.0,0.0,0.0,
Siskiyou,2020-06-12,0.0,1.0,1.0,65.0,0.0,1.0,5.0
Glenn,2020-06-12,1.0,0.0,1.0,47.0,0.0,0.0,
Butte,2020-06-12,5.0,0.0,5.0,448.0,3.0,0.0,20.0
Colusa,2020-06-12,0.0,0.0,0.0,88.0,0.0,0.0,6.0
El Dorado,2020-06-12,0.0,3.0,3.0,235.0,0.0,3.0,14.0
Stanislaus,2020-06-12,34.0,34.0,68.0,1369.0,13.0,3.0,84.0
Madera,2020-06-12,5.0,4.0,9.0,528.0,2.0,0.0,14.0
San Bernardino,2020-06-12,205.0,78.0,283.0,4821.0,77.0,16.0,138.0
San Diego,2020-06-12,275.0,41.0,316.0,6210.0,131.0,13.0,328.0
Santa Clara,2020-06-12,43.0,17.0,60.0,3375.0,17.0,3.0,223.0
Contra Costa,2020-06-12,22.0,20.0,42.0,1628.0,10.0,3.0,111.0
Napa,2020-06-12,0.0,8.0,8.0,397.0,0.0,1.0,1.0
Riverside,2020-06-12,236.0,83.0,319.0,4018.0,74.0,14.0,139.0
Kings,2020-06-12,34.0,0.0,34.0,199.0,10.0,0.0,5.0
Lake,2020-06-12,0.0,2.0,2.0,110.0,0.0,2.0,0.0
Yolo,2020-06-12,0.0,0.0,0.0,186.0,0.0,0.0,4.0
Amador,2020-06-12,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Mono,2020-06-12,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Calaveras,2020-06-12,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Santa Barbara,2020-06-12,30.0,4.0,34.0,717.0,9.0,0.0,58.0
Kern,2020-06-12,96.0,15.0,111.0,1742.0,36.0,1.0,72.0
San Joaquin,2020-06-12,49.0,19.0,68.0,1366.0,16.0,1.0,16.0
Monterey,2020-06-12,15.0,0.0,15.0,811.0,2.0,0.0,87.0
Ventura,2020-06-12,46.0,63.0,109.0,1361.0,12.0,11.0,42.0
San Mateo,2020-06-12,22.0,10.0,32.0,1089.0,7.0,1.0,51.0
Alameda,2020-06-12,84.0,42.0,126.0,2968.0,35.0,6.0,120.0
San Francisco,2020-06-12,41.0,11.0,52.0,2647.0,15.0,1.0,91.0
Mariposa,2020-06-12,0.0,0.0,0.0,30.0,0.0,0.0,
Merced,2020-06-12,5.0,1.0,6.0,242.0,3.0,0.0,3.0
Imperial,2020-06-12,81.0,1.0,82.0,237.0,16.0,0.0,2.0
Sonoma,2020-06-12,4.0,38.0,42.0,871.0,3.0,3.0,42.0
Solano,2020-06-12,18.0,9.0,27.0,707.0,6.0,2.0,46.0
Tulare,2020-06-12,12.0,13.0,25.0,780.0,8.0,0.0,25.0
Tuolumne,2020-06-12,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Modoc,2020-06-12,0.0,0.0,0.0,41.0,0.0,0.0,
Plumas,2020-06-12,0.0,0.0,0.0,45.0,0.0,0.0,
Shasta,2020-06-12,1.0,0.0,1.0,667.0,0.0,0.0,7.0
Humboldt,2020-06-12,1.0,13.0,14.0,352.0,0.0,2.0,0.0
Mendocino,2020-06-12,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Fresno,2020-06-12,69.0,33.0,102.0,2140.0,19.0,1.0,87.0
Del Norte,2020-06-12,0.0,0.0,0.0,51.0,0.0,0.0,4.0
Placer,2020-06-12,7.0,8.0,15.0,753.0,1.0,1.0,46.0
San Benito,2020-06-12,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Yuba,2020-06-12,6.0,0.0,6.0,445.0,2.0,0.0,9.0
Santa Cruz,2020-06-12,4.0,6.0,10.0,397.0,0.0,0.0,15.0
Sutter,2020-06-12,0.0,0.0,0.0,14.0,0.0,0.0,
Nevada,2020-06-12,0.0,0.0,0.0,136.0,0.0,0.0,6.0
San Luis Obispo,2020-06-12,2.0,3.0,5.0,471.0,2.0,0.0,24.0
Orange,2020-06-12,311.0,117.0,428.0,6976.0,150.0,27.0,384.0
Los Angeles,2020-06-12,1383.0,487.0,1870.0,23655.0,414.0,78.0,1228.0
Sacramento,2020-06-12,35.0,32.0,67.0,2474.0,13.0,8.0,91.0
Marin,2020-06-12,8.0,3.0,11.0,390.0,3.0,1.0,12.0
Tehama,2020-06-12,0.0,1.0,1.0,106.0,0.0,1.0,6.0
Lassen,2020-06-12,0.0,0.0,0.0,25.0,0.0,0.0,
Yolo,2020-06-13,0.0,0.0,0.0,186.0,1.0,1.0,2.0
Fresno,2020-06-13,64.0,34.0,98.0,2140.0,21.0,3.0,83.0
Calaveras,2020-06-13,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Mariposa,2020-06-13,0.0,0.0,0.0,30.0,0.0,0.0,
Mendocino,2020-06-13,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Sacramento,2020-06-13,28.0,23.0,51.0,2444.0,11.0,5.0,84.0
Tuolumne,2020-06-13,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Napa,2020-06-13,0.0,5.0,5.0,397.0,0.0,0.0,3.0
Kern,2020-06-13,79.0,28.0,107.0,1742.0,33.0,4.0,78.0
Sutter,2020-06-13,0.0,0.0,0.0,14.0,0.0,0.0,
Yuba,2020-06-13,6.0,0.0,6.0,445.0,2.0,0.0,14.0
Inyo,2020-06-13,1.0,0.0,1.0,42.0,0.0,0.0,2.0
Humboldt,2020-06-13,1.0,13.0,14.0,352.0,0.0,2.0,0.0
Madera,2020-06-13,6.0,2.0,8.0,528.0,2.0,0.0,8.0
Stanislaus,2020-06-13,41.0,21.0,62.0,1369.0,19.0,1.0,86.0
Ventura,2020-06-13,44.0,50.0,94.0,1354.0,13.0,8.0,51.0
Imperial,2020-06-13,78.0,8.0,86.0,237.0,18.0,0.0,0.0
Tehama,2020-06-13,0.0,0.0,0.0,106.0,0.0,0.0,6.0
San Bernardino,2020-06-13,204.0,81.0,285.0,4821.0,83.0,18.0,129.0
Monterey,2020-06-13,15.0,3.0,18.0,811.0,2.0,0.0,91.0
Placer,2020-06-13,7.0,6.0,13.0,753.0,2.0,2.0,50.0
Sonoma,2020-06-13,5.0,6.0,11.0,871.0,2.0,0.0,47.0
Solano,2020-06-13,17.0,5.0,22.0,707.0,6.0,1.0,49.0
Kings,2020-06-13,33.0,1.0,34.0,199.0,10.0,0.0,6.0
Santa Cruz,2020-06-13,4.0,5.0,9.0,397.0,0.0,0.0,10.0
Amador,2020-06-13,0.0,0.0,0.0,51.0,0.0,0.0,3.0
Nevada,2020-06-13,0.0,0.0,0.0,128.0,0.0,0.0,4.0
Marin,2020-06-13,10.0,2.0,12.0,390.0,3.0,0.0,12.0
Butte,2020-06-13,3.0,0.0,3.0,448.0,3.0,1.0,20.0
Lake,2020-06-13,0.0,1.0,1.0,110.0,0.0,1.0,0.0
Riverside,2020-06-13,235.0,101.0,336.0,3992.0,68.0,17.0,137.0
San Luis Obispo,2020-06-13,2.0,6.0,8.0,449.0,2.0,1.0,23.0
Los Angeles,2020-06-13,1285.0,483.0,1768.0,23688.0,399.0,84.0,1262.0
San Joaquin,2020-06-13,50.0,21.0,71.0,1366.0,17.0,3.0,10.0
Mono,2020-06-13,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Del Norte,2020-06-13,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Plumas,2020-06-13,0.0,0.0,0.0,45.0,0.0,0.0,
San Francisco,2020-06-13,41.0,9.0,50.0,2647.0,14.0,0.0,94.0
Lassen,2020-06-13,0.0,0.0,0.0,25.0,0.0,0.0,
Trinity,2020-06-13,0.0,1.0,1.0,54.0,0.0,0.0,
Contra Costa,2020-06-13,23.0,24.0,47.0,1628.0,8.0,6.0,108.0
Shasta,2020-06-13,1.0,0.0,1.0,667.0,0.0,0.0,6.0
El Dorado,2020-06-13,0.0,3.0,3.0,235.0,0.0,3.0,11.0
Santa Barbara,2020-06-13,36.0,6.0,42.0,717.0,7.0,3.0,58.0
Orange,2020-06-13,336.0,70.0,406.0,6976.0,150.0,14.0,402.0
Glenn,2020-06-13,1.0,0.0,1.0,47.0,0.0,0.0,
San Diego,2020-06-13,284.0,58.0,342.0,6195.0,118.0,18.0,324.0
Alameda,2020-06-13,87.0,27.0,114.0,2968.0,33.0,3.0,150.0
Siskiyou,2020-06-13,0.0,1.0,1.0,65.0,0.0,1.0,3.0
Colusa,2020-06-13,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Santa Clara,2020-06-13,35.0,14.0,49.0,3423.0,12.0,3.0,211.0
Modoc,2020-06-13,0.0,0.0,0.0,41.0,0.0,0.0,
Tulare,2020-06-13,9.0,27.0,36.0,780.0,7.0,1.0,6.0
San Mateo,2020-06-13,18.0,9.0,27.0,1089.0,8.0,0.0,55.0
Merced,2020-06-13,3.0,1.0,4.0,242.0,2.0,0.0,5.0
San Benito,2020-06-13,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sacramento,2020-06-14,30.0,21.0,51.0,2441.0,12.0,5.0,90.0
Plumas,2020-06-14,0.0,0.0,0.0,45.0,0.0,0.0,
Santa Cruz,2020-06-14,3.0,6.0,9.0,397.0,0.0,0.0,12.0
Sonoma,2020-06-14,5.0,29.0,34.0,871.0,2.0,0.0,52.0
Del Norte,2020-06-14,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Sutter,2020-06-14,0.0,0.0,0.0,14.0,0.0,0.0,
Modoc,2020-06-14,0.0,0.0,0.0,41.0,0.0,0.0,
Humboldt,2020-06-14,0.0,4.0,4.0,352.0,0.0,0.0,3.0
San Diego,2020-06-14,282.0,84.0,366.0,6145.0,111.0,21.0,323.0
Colusa,2020-06-14,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Inyo,2020-06-14,0.0,0.0,0.0,42.0,0.0,0.0,3.0
San Benito,2020-06-14,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Alameda,2020-06-14,88.0,36.0,124.0,2968.0,33.0,9.0,149.0
Tulare,2020-06-14,38.0,2.0,40.0,780.0,6.0,1.0,23.0
Madera,2020-06-14,5.0,0.0,5.0,528.0,2.0,0.0,8.0
Butte,2020-06-14,3.0,0.0,3.0,448.0,3.0,0.0,19.0
San Francisco,2020-06-14,40.0,9.0,49.0,2647.0,13.0,2.0,96.0
Mariposa,2020-06-14,0.0,0.0,0.0,30.0,0.0,0.0,
Ventura,2020-06-14,42.0,47.0,89.0,1354.0,12.0,7.0,55.0
Lassen,2020-06-14,0.0,0.0,0.0,25.0,0.0,0.0,
Los Angeles,2020-06-14,1288.0,509.0,1797.0,23703.0,397.0,80.0,1283.0
Tehama,2020-06-14,0.0,0.0,0.0,106.0,0.0,0.0,6.0
Riverside,2020-06-14,228.0,92.0,320.0,3992.0,70.0,19.0,120.0
Kern,2020-06-14,81.0,22.0,103.0,1742.0,32.0,3.0,76.0
Tuolumne,2020-06-14,0.0,0.0,0.0,151.0,0.0,0.0,0.0
San Joaquin,2020-06-14,49.0,25.0,74.0,1366.0,16.0,2.0,10.0
Monterey,2020-06-14,11.0,4.0,15.0,811.0,1.0,0.0,95.0
Contra Costa,2020-06-14,26.0,16.0,42.0,1628.0,9.0,3.0,121.0
Merced,2020-06-14,3.0,1.0,4.0,242.0,2.0,0.0,5.0
Mendocino,2020-06-14,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Trinity,2020-06-14,0.0,0.0,0.0,54.0,0.0,0.0,
Stanislaus,2020-06-14,44.0,12.0,56.0,1369.0,16.0,1.0,87.0
San Mateo,2020-06-14,18.0,11.0,29.0,1089.0,9.0,1.0,51.0
El Dorado,2020-06-14,0.0,4.0,4.0,235.0,0.0,4.0,10.0
Napa,2020-06-14,2.0,1.0,3.0,397.0,0.0,1.0,2.0
Fresno,2020-06-14,58.0,35.0,93.0,2135.0,21.0,3.0,79.0
Shasta,2020-06-14,0.0,0.0,0.0,667.0,0.0,0.0,7.0
Yuba,2020-06-14,7.0,0.0,7.0,445.0,3.0,0.0,13.0
Glenn,2020-06-14,1.0,0.0,1.0,47.0,0.0,0.0,
Marin,2020-06-14,9.0,2.0,11.0,390.0,3.0,0.0,12.0
Orange,2020-06-14,321.0,100.0,421.0,6976.0,143.0,21.0,414.0
Siskiyou,2020-06-14,0.0,1.0,1.0,65.0,0.0,1.0,3.0
Santa Clara,2020-06-14,38.0,16.0,54.0,3423.0,12.0,3.0,204.0
Solano,2020-06-14,14.0,7.0,21.0,707.0,6.0,1.0,49.0
Calaveras,2020-06-14,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Yolo,2020-06-14,0.0,0.0,0.0,186.0,1.0,1.0,2.0
Lake,2020-06-14,0.0,1.0,1.0,110.0,0.0,1.0,0.0
San Bernardino,2020-06-14,206.0,89.0,295.0,4821.0,77.0,18.0,140.0
Santa Barbara,2020-06-14,37.0,4.0,41.0,717.0,8.0,2.0,59.0
Amador,2020-06-14,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Kings,2020-06-14,38.0,2.0,40.0,199.0,9.0,0.0,3.0
Mono,2020-06-14,0.0,0.0,0.0,40.0,0.0,0.0,2.0
San Luis Obispo,2020-06-14,2.0,10.0,12.0,449.0,2.0,4.0,20.0
Nevada,2020-06-14,0.0,1.0,1.0,128.0,0.0,1.0,4.0
Placer,2020-06-14,7.0,6.0,13.0,753.0,2.0,2.0,49.0
Imperial,2020-06-14,79.0,11.0,90.0,237.0,20.0,0.0,0.0
Del Norte,2020-06-15,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Kings,2020-06-15,38.0,1.0,39.0,199.0,10.0,0.0,2.0
Santa Barbara,2020-06-15,42.0,7.0,49.0,717.0,9.0,0.0,63.0
San Francisco,2020-06-15,37.0,8.0,45.0,2647.0,10.0,0.0,94.0
Inyo,2020-06-15,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Imperial,2020-06-15,79.0,3.0,82.0,237.0,19.0,0.0,2.0
Marin,2020-06-15,6.0,3.0,9.0,390.0,1.0,0.0,15.0
Siskiyou,2020-06-15,0.0,0.0,0.0,65.0,0.0,0.0,0.0
San Luis Obispo,2020-06-15,3.0,1.0,4.0,447.0,2.0,0.0,26.0
Yolo,2020-06-15,0.0,0.0,0.0,186.0,0.0,0.0,3.0
Humboldt,2020-06-15,0.0,5.0,5.0,352.0,0.0,1.0,2.0
Riverside,2020-06-15,237.0,98.0,335.0,4071.0,65.0,16.0,136.0
Calaveras,2020-06-15,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Butte,2020-06-15,3.0,2.0,5.0,448.0,3.0,1.0,14.0
Napa,2020-06-15,5.0,1.0,6.0,397.0,1.0,1.0,5.0
Mendocino,2020-06-15,0.0,1.0,1.0,180.0,0.0,1.0,5.0
Tehama,2020-06-15,0.0,0.0,0.0,106.0,0.0,0.0,7.0
El Dorado,2020-06-15,0.0,2.0,2.0,235.0,0.0,2.0,6.0
San Benito,2020-06-15,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Diego,2020-06-15,294.0,66.0,360.0,6129.0,120.0,13.0,356.0
San Mateo,2020-06-15,17.0,5.0,22.0,1089.0,6.0,1.0,50.0
Alameda,2020-06-15,98.0,31.0,129.0,2968.0,37.0,9.0,148.0
San Joaquin,2020-06-15,46.0,13.0,59.0,1376.0,18.0,2.0,16.0
Sutter,2020-06-15,0.0,0.0,0.0,14.0,0.0,0.0,
Kern,2020-06-15,90.0,17.0,107.0,1742.0,38.0,3.0,78.0
Amador,2020-06-15,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Tuolumne,2020-06-15,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Yuba,2020-06-15,6.0,0.0,6.0,445.0,2.0,0.0,16.0
