Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar 
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,3,2000,63123,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,9,2000,63000,Diesel,69,1,Silver,0,1900,5,4,5,185,1140,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,2,2000,63000,Petrol,110,0,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,3,2000,62987,Petrol,110,0,Red,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
486,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,1,2000,62751,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,3,2000,62519,Petrol,97,0,Black,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
488,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,62280,Petrol,97,1,Green,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
489,TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,7,2000,61672,Petrol,110,0,Blue,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,3,2000,61000,Diesel,69,0,White,0,2000,5,4,5,185,1140,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
491,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,1,2000,61000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,4,2000,60558,Petrol,110,1,Blue,0,1600,4,4,5,19,1105,0,0,12,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
493,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,10,2000,60348,Petrol,110,0,Green,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
494,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,3,2000,60239,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
495,TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,6,2000,59000,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,6,2000,58761,Petrol,97,0,Silver,0,1300,5,4,5,85,1060,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,3,2000,58745,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,5,2000,58596,Petrol,110,1,Blue,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
499,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,3,2000,58530,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,2,2000,58377,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
501,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,1,2000,58142,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,4,2000,57948,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,6,2000,57645,Petrol,110,0,Red,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
504,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,10,2000,57500,Petrol,110,1,Red,0,1600,4,4,5,19,1105,0,0,3,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
505,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,4,2000,57475,Petrol,110,0,White,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,2,2000,56743,Petrol,110,0,Black,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
507,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,9,2000,56675,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,3,2000,55877,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,4,2000,55500,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,12,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
510,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,2,2000,54900,Petrol,97,1,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,54465,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
512,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,11,2000,53700,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
513,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,5,2000,53561,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,6,2000,53408,Petrol,110,1,Green,0,1600,5,4,5,85,1080,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
515,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,6,2000,53268,Petrol,110,1,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
516,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,8,2000,53116,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,1,2000,52448,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,2,2000,52149,Petrol,97,1,Grey,0,1400,3,4,5,19,1085,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,2,2000,52141,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,1,2000,52000,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
521,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,9,2000,50967,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,7,2000,50400,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
523,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,3,2000,50000,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,6,2000,50000,Petrol,86,1,Violet,0,1300,5,4,5,69,1045,1,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,4,2000,49969,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1
526,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,8,2000,49568,Petrol,110,1,Grey,0,1600,3,4,5,19,1105,0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
527,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,6,2000,49473,Petrol,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,5,2000,49432,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,9,2000,49417,Petrol,110,1,Red,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,3,2000,49366,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
531,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,1,2000,48731,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,3,2000,48370,Petrol,110,1,Green,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,9,2000,48071,Petrol,97,0,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,3,2000,47852,Petrol,110,1,Red,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
535,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,3,2000,47768,Petrol,110,0,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
536,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,5,2000,47689,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,4,2000,47451,Petrol,110,1,Black,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,7,2000,47219,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
539,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,1,2000,47211,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
540,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,3,2000,46856,Petrol,97,0,Red,0,1400,5,4,5,85,1060,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
541,TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,1,2000,46500,Petrol,86,0,Black,0,1300,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,5,2000,46449,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
543,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,10,2000,46391,Petrol,110,0,Black,0,1600,5,4,5,85,1075,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,3,2000,46230,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
545,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,5,2000,46029,Petrol,110,1,Grey,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
546,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,7,2000,46000,Petrol,97,0,Red,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
547,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,7,2000,45900,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,10,2000,45850,Petrol,97,0,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,1,2000,45336,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
550,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,2000,44537,Petrol,97,0,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,1,2000,43700,Petrol,86,1,Grey,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
552,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,9,2000,43120,Petrol,97,1,Black,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,8,2000,41710,Petrol,110,0,Blue,0,1600,3,4,5,69,1040,1,0,12,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,5,2000,41700,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
556,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,8,2000,41636,Petrol,110,1,Silver,0,1600,5,4,5,19,1105,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,7,2000,41273,Petrol,97,0,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,8,2000,40836,Petrol,110,0,Grey,1,1600,3,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,7,2000,40400,Petrol,97,1,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,10,2000,40361,Petrol,110,1,Black,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,3,2000,40325,Petrol,86,0,Red,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
562,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,10,2000,40000,Petrol,110,0,Black,0,1600,5,4,5,85,1080,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,7,2000,39706,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
564,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,3,2000,39291,Petrol,110,1,Green,0,1600,3,4,5,69,1040,0,1,3,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
565,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,3,2000,39000,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,10,2000,38900,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,6,2000,38403,Petrol,110,0,Blue,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
568,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,2000,37461,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,3,2000,37000,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
570,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,2,2000,36406,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,9,2000,36005,Petrol,97,1,Black,0,1400,5,4,5,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
572,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,5,2000,36000,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,8,2000,36000,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
574,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,12,2000,36000,Petrol,110,1,Green,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,5,2000,35823,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
576,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,1,2000,35230,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,9,2000,35142,Petrol,110,0,Red,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,8,2000,34890,Petrol,97,0,Blue,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,6,2000,34882,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
580,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,11,2000,34000,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,1,2000,33998,Petrol,110,0,Green,0,1600,5,4,5,85,1080,1,1,12,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,2,2000,33230,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,11,2000,33021,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
584,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,8,2000,31999,Petrol,97,0,Black,0,1400,3,4,5,69,1030,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,5,2000,31579,Petrol,97,0,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,1,2000,31000,Petrol,97,0,Red,0,1400,3,4,5,69,1025,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,11,2000,30806,Petrol,97,1,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
588,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,2,2000,30461,Petrol,86,1,Blue,0,1300,5,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,7,2000,29686,Petrol,110,1,Green,1,1600,3,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
590,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,2,2000,29650,Petrol,86,0,Red,0,1300,3,4,6,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
591,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,5,2000,29500,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,9,2000,28656,Petrol,97,0,Red,0,1400,3,4,5,19,1085,0,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,2000,27500,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
