College Name,State,Public (1)/ Private (2),# appli. rec'd,# appl. accepted,# new stud. enrolled,% new stud. from top 10%,% new stud. from top 25%,# FT undergrad,# PT undergrad,in-state tuition,out-of-state tuition,room,board,add. fees,estim. book costs,estim. personal $,% fac. w/PHD,stud./fac. ratio,Graduation rate
University of Wisconsin at Green Bay,WI,1,2409,1939,759,17,50,3819,1347,2284,6900,1600,1200,,475,1200,81,22.2,46
Viterbo College,WI,2,647,518,271,17,43,1014,387,9140,9140,1590,1815,70,500,2245,51,10.7,73
University of Wisconsin-Stout,WI,1,2593,1966,1030,9,32,6038,579,1916,6704,1404,1188,400,376,1750,78,21,65
Univ. of Wisconsin at Eau Claire,WI,1,5729,4520,1957,20,52,8516,1264,2208,6996,1565,1140,1070,279,1260,80,19.3,61
Univ. of Wisconsin at La Crosse,WI,1,4918,3965,1704,18,50,7306,707,2369,7157,,,,,1700,,21.3,54
Univ. of Wisconsin at Platteville,WI,1,2733,2000,917,,,4381,437,1920,6400,1175,1340,420,300,1500,66,20.6,59
Univ. of Wisconsin at River Falls,WI,1,,,,16,49,4342,478,2304,7092,1376,1124,,191,1357,69,18.1,46
Univ. of Wisconsin at Stevens Point,WI,1,4191,3090,1375,17,46,7198,998,2355,7142,1620,1338,,300,1230,,19.2,67
University of Wisconsin-Superior,WI,1,910,910,342,14,53,1434,417,2050,7032,1408,1372,,550,1960,75,15.2,36
University of Wisconsin-Whitewater,WI,1,4400,3719,1472,12,38,7804,1552,2300,6950,2500,,,300,1200,90,23.1,67
University of Wisconsin at Parkside,WI,1,1705,1339,772,9,28,2999,1825,,,,,,,,87,18.4,28
Univ. of Wisconsin at OshKosh,WI,1,4800,2900,1515,14,48,7764,1472,2158,6874,1450,944,,518,1890,73,19.2,56
Wisconsin Lutheran College,WI,2,152,128,75,17,41,282,22,9100,9100,1800,1900,90,500,1400,48,8.5,50
Alderson-Broaddus College,WV,2,582,498,172,21,44,799,78,10468,10468,1574,1806,92,660,1800,40,11.5,52
Bethany College,WV,2,664,515,210,12,44,712,10,15700,15700,,,300,400,1500,80,13,59
Bluefield State College,WV,1,1046,832,518,15,57,1463,1150,1856,4498,,,,600,2026,24,16.3,42
Concord College,WV,2,1497,1469,383,,,2028,773,2052,4426,1454,1782,,400,1874,55,19.2,49
Davis & Elkins College,WV,2,629,501,183,10,26,754,187,9400,9400,2100,2350,130,400,,64,12.8,94
Fairmont State College,WV,1,2485,1800,1800,10,25,4540,2073,1800,4238,1400,1640,100,600,,37,19.6,50
Glenville State College,WV,1,1246,1246,553,8,22,1595,669,1782,4080,1488,1776,,600,2000,25,17.3,65
Marshall University,WV,2,4226,3666,2007,14,60,7703,2339,1660,5094,2030,1980,330,700,1560,77,16.6,50
University of Charleston,WV,2,682,535,204,22,43,771,611,9500,9500,,,150,400,750,26,2.5,57
Salem-Teikyo University,WV,2,489,384,120,23,52,700,45,10575,10575,1600,2352,,400,620,46,13,98
Shepherd College,WV,2,1405,1167,557,20,65,2452,1113,2064,4694,1990,1900,,700,1665,57,16.5,46
West Liberty State College,WV,1,1164,1062,478,12,25,2138,227,1900,4470,,,,600,1210,33,16.3,60
West Virginia Institute of Technology,WV,1,1594,1572,675,,,2432,616,3954,,1800,1952,,500,,,15.3,56
West Virginia State College,WV,1,1869,,957,,,2817,1939,1988,4616,1500,1700,50,750,750,38,19.2,
West Virginia University,WV,1,9630,7801,2881,23,49,14524,1053,2128,6370,2284,2026,,,,83,13.4,57
West Virginia Wesleyan College,WV,2,1566,1400,483,28,55,1509,170,14200,14200,1750,2025,,450,1100,58,16.4,67
Wheeling Jesuit College,WV,2,903,755,213,15,49,971,305,10500,10500,2100,2445,,600,600,66,14.1,72
University of Wyoming,WY,1,2029,1516,1073,23,46,7535,1488,1908,5988,1462,1960,300,600,1500,91,15.1,45
